,customer_id,gender,age,monthly_income
9058,58801,Female,46,13463
9059,59339,Male,33,20097
9060,57508,Female,43,31477
9061,58347,Female,53,15085
9062,57729,Male,55,4124
9063,57086,Male,40,22029
9064,58675,Male,44,10957
9065,57670,Male,32,8721
9066,59640,Male,23,5255
9067,57015,Male,39,4054
9068,57120,Female,26,19708
9069,58384,Female,39,2393
9070,57771,Male,18,17317
9071,58699,Male,33,17929
9072,57330,Female,33,12360
9073,57614,Male,22,22418
9074,59971,Female,28,3842
9075,58660,Male,20,19047
9076,58896,Male,59,20777
9077,58422,Female,62,10265
9078,59810,Female,53,13049
9079,59652,Male,28,6946
9080,57850,Male,26,16943
9081,58094,Female,27,22981
9082,58759,Male,25,8127
9083,3238,Female,19,22044
9084,4345,Male,19,31242
9085,4658,Male,54,30414
9086,5401,Female,34,9524
9087,3332,Female,21,13464
9088,5256,Male,28,18164
9089,3281,Male,53,2215
9090,3203,Male,36,8373
9091,5974,Male,18,2554
9092,4524,Male,33,7415
9093,4270,Female,39,20385
9094,4582,Male,60,23846
9095,5288,Female,24,14887
9096,3196,Female,48,31845
9097,4967,Female,48,22634
9098,3994,Female,20,11836
9099,5170,Male,58,7191
9100,4596,Female,19,10462
9101,4597,Female,27,20005
9102,3701,Male,26,15484
9103,5320,Male,26,10853
9104,4393,Male,33,2115
9105,5755,Male,32,20248
9106,5913,Male,24,8387
9107,3381,Female,26,14743
9108,3878,Female,28,21954
9109,3925,Female,43,6332
9110,4733,Male,62,30366
9111,5904,Female,64,24360
9112,3717,Female,25,17112
9113,4225,Male,19,17877
9114,3359,Female,30,20201
9115,3949,Male,48,13413
9116,5259,Female,22,6348
9117,4011,Female,39,17574
9118,4953,Male,60,20091
9119,5238,Male,30,26429
9120,4950,Female,30,3448
9121,3159,Male,35,2519
9122,4717,Female,30,19880
9123,4144,Male,47,26672
9124,4587,Male,27,34419
9125,5038,Male,47,4581
9126,3013,Female,25,18506
9127,5921,Male,34,2083
9128,3221,Male,37,13680
9129,4338,Female,62,24380
9130,4709,Female,36,15248
9131,5185,Male,48,3214
9132,3298,Female,27,21827
9133,3909,Male,19,20716
9134,3303,Female,39,33020
9135,4474,Male,39,17324
9136,4860,Female,37,13662
9137,5860,Female,43,9805
9138,3519,Male,28,21425
9139,3382,Female,56,6783
9140,5264,Male,25,9156
9141,4475,Female,22,17037
9142,3173,Female,20,13933
9143,4241,Male,32,17334
9144,3325,Female,38,13685
9145,3995,Female,26,15640
9146,3337,Female,40,24873
9147,3551,Female,40,13855
9148,3497,Female,62,3906
9149,3395,Male,20,3874
9150,4181,Male,20,11953
9151,5537,Male,36,3775
9152,5389,Male,22,22247
9153,4199,Male,26,5731
9154,4795,Male,27,8750
9155,5849,Male,23,3624
9156,5643,Female,37,17701
9157,3708,Male,31,22449
9158,3292,Female,24,13607
9159,4898,Male,30,32720
9160,5503,Male,34,23462
9161,3064,Female,44,4203
9162,4819,Male,20,14643
9163,5772,Female,59,5339
9164,5738,Male,49,18217
9165,5705,Female,25,10568
9166,3536,Female,24,14177
9167,4949,Female,35,9126
9168,4875,Male,34,28023
9169,4445,Male,29,10297
9170,4794,Male,35,19245
9171,4089,Male,27,9687
9172,4643,Female,52,28800
9173,5474,Female,47,5475
9174,4051,Male,52,22220
9175,4626,Female,33,8988
9176,4915,Female,41,15612
9177,4700,Female,40,10574
9178,4571,Female,47,18423
9179,4466,Female,26,21511
9180,3063,Male,20,14243
9181,4607,Male,26,7905
9182,5060,Male,47,9552
9183,24352,Female,27,30872
9184,24582,Male,63,24645
9185,26031,Female,37,6930
9186,24157,Female,22,30157
9187,25752,Male,20,21067
9188,25034,Male,37,20856
9189,26960,Female,23,14536
9190,25596,Female,29,21178
9191,25906,Male,24,11161
9192,25651,Female,39,22618
9193,24907,Male,52,6904
9194,24690,Female,28,2162
9195,25420,Male,21,17353
9196,25165,Male,24,27974
9197,25112,Female,38,17971
9198,26188,Male,40,5845
9199,24880,Female,28,13921
9200,25919,Female,18,23692
9201,24877,Male,21,30877
9202,24501,Female,38,8696
9203,24853,Female,40,3192
9204,31540,Female,37,2745
9205,31826,Male,29,20393
9206,32972,Male,28,32722
9207,31615,Male,32,12260
9208,32877,Male,54,14927
9209,32409,Male,34,14108
9210,32525,Female,48,3773
9211,30652,Male,37,32360
9212,31591,Female,56,20464
9213,31940,Male,31,7457
9214,32716,Male,22,4049
9215,6894,Female,23,23820
9216,8912,Male,45,22411
9217,6369,Female,53,13393
9218,7827,Female,20,21653
9219,7774,Female,61,11404
9220,8483,Male,18,7720
9221,6443,Female,38,10033
9222,7809,Male,28,32026
9223,7696,Female,22,19651
9224,6849,Male,31,14792
9225,7462,Male,52,12450
9226,8648,Male,23,14877
9227,7594,Female,39,15105
9228,6491,Female,34,20171
9229,7643,Female,34,4443
9230,7776,Female,31,22749
9231,8682,Male,41,16677
9232,8521,Female,39,17830
9233,8319,Male,26,5888
9234,8012,Female,25,6780
9235,8156,Female,19,10228
9236,7185,Male,33,33799
9237,6471,Female,19,31455
9238,6099,Female,20,12073
9239,6164,Female,38,7106
9240,7963,Female,31,6642
9241,6088,Male,40,7096
9242,8747,Female,58,23040
9243,7914,Female,23,13672
9244,6355,Female,27,5552
9245,8041,Male,30,9385
9246,8187,Male,50,15647
9247,8305,Female,53,22095
9248,6500,Female,32,20983
9249,8358,Male,24,23930
9250,7629,Female,32,21996
9251,6587,Male,51,16237
9252,7878,Male,40,11911
9253,7967,Female,22,17301
9254,6208,Male,19,8391
9255,8931,Male,52,9828
9256,8232,Female,31,22364
9257,7057,Male,58,10703
9258,6332,Male,27,19008
9259,8704,Male,23,15211
9260,7329,Female,37,6805
9261,6573,Male,46,9071
9262,7198,Female,47,19874
9263,8915,Male,27,30630
9264,7597,Female,19,26771
9265,8185,Male,21,2321
9266,7072,Male,35,18497
9267,7907,Female,31,14462
9268,6520,Male,41,15484
9269,6733,Female,35,22173
9270,6902,Male,35,6474
9271,8394,Female,64,7295
9272,8177,Male,52,13151
9273,8973,Male,39,4184
9274,6409,Female,40,3193
9275,8815,Female,29,17572
9276,6897,Female,37,18189
9277,7784,Male,31,4012
9278,7718,Male,35,18851
9279,6002,Male,20,9365
9280,7620,Male,31,19671
9281,7400,Female,30,17714
9282,8244,Female,39,33341
9283,6402,Male,58,11810
9284,8679,Male,56,15211
9285,8666,Male,20,20727
9286,6486,Male,32,5156
9287,6600,Male,19,12805
9288,7215,Female,61,18829
9289,6415,Female,32,13654
9290,6218,Male,37,6760
9291,6098,Male,33,12840
9292,8080,Male,39,10563
9293,6738,Male,55,21055
9294,7101,Female,19,18920
9295,7357,Male,34,20242
9296,6705,Female,34,18911
9297,6998,Female,65,20623
9298,8303,Female,52,12629
9299,7481,Male,21,24014
9300,7007,Female,39,4997
9301,6537,Female,61,20653
9302,8905,Female,21,15046
9303,6594,Female,23,21196
9304,6791,Female,52,18099
9305,8963,Male,23,18201
9306,7381,Female,30,3610
9307,8629,Male,38,16669
9308,7480,Male,47,16536
9309,7121,Male,19,3345
9310,6091,Male,35,16460
9311,7148,Female,55,14117
9312,10399,Female,36,19267
9313,11872,Male,34,11851
9314,10904,Female,31,32730
9315,10055,Female,38,5987
9316,10444,Male,25,16456
9317,10969,Female,20,12260
9318,9448,Male,41,16422
9319,10365,Female,27,11338
9320,56424,Male,30,2913
9321,56174,Female,18,7832
9322,55326,Female,30,8768
9323,281,Female,23,2415
9324,308,Female,26,28071
9325,2678,Male,35,22351
9326,837,Male,34,17919
9327,2943,Female,27,3970
9328,2885,Male,40,10983
9329,1289,Female,37,15749
9330,1094,Female,39,6090
9331,3,Female,27,12968
9332,2331,Male,23,9597
9333,2136,Female,64,22110
9334,2807,Male,55,12131
9335,248,Female,24,18515
9336,182,Male,31,15578
9337,2029,Male,36,16009
9338,1184,Male,57,7762
9339,2023,Female,27,25253
9340,239,Female,34,34510
9341,1578,Male,28,11789
9342,1319,Male,22,4317
9343,1745,Male,25,7072
9344,2656,Female,54,7285
9345,2674,Female,29,18039
9346,1687,Male,27,7495
9347,1674,Female,45,16094
9348,1496,Female,40,29230
9349,1597,Male,42,18270
9350,2226,Female,49,6516
9351,2489,Female,22,13000
9352,2687,Female,38,10303
9353,2277,Female,55,24239
9354,606,Female,58,5078
9355,2680,Male,30,14720
9356,2322,Male,20,15275
9357,2908,Male,27,11346
9358,1110,Male,18,23744
9359,1969,Male,49,14226
9360,1649,Female,25,15504
9361,2548,Male,49,23027
9362,339,Male,55,20859
9363,1222,Male,27,9704
9364,36,Female,38,9050
9365,2102,Female,48,7368
9366,19,Female,47,24898
9367,2778,Female,37,18019
9368,1205,Female,33,17068
9369,325,Male,21,12770
9370,775,Male,23,19164
9371,1788,Male,54,13931
9372,1399,Male,47,8609
9373,1253,Male,29,3428
9374,2959,Female,41,18183
9375,1646,Male,62,18016
9376,2583,Female,32,22237
9377,1402,Female,57,8870
9378,253,Female,27,20477
9379,2190,Female,56,3974
9380,2383,Female,29,14132
9381,2286,Female,25,21186
9382,1576,Female,52,17495
9383,1480,Female,42,31758
9384,2586,Female,23,30964
9385,1953,Female,31,11433
9386,2336,Male,27,7285
9387,1359,Female,22,11825
9388,288,Male,27,22897
9389,1758,Male,38,12189
9390,1335,Male,35,17921
9391,2110,Female,39,5446
9392,1358,Male,35,6139
9393,525,Female,62,11853
9394,679,Male,22,9621
9395,2467,Female,23,2992
9396,661,Female,35,12405
9397,2602,Female,24,13609
9398,1954,Male,41,9165
9399,2352,Female,50,23827
9400,378,Male,39,11115
9401,193,Male,41,16890
9402,2449,Female,24,9849
9403,2842,Male,43,14656
9404,1055,Female,18,2402
9405,1057,Female,25,14298
9406,1570,Male,35,11215
9407,2589,Female,37,9092
9408,1230,Female,26,15582
9409,1134,Male,54,29494
9410,736,Male,36,21275
9411,2938,Male,40,16099
9412,2488,Female,21,14286
9413,2474,Female,36,9257
9414,1156,Female,27,12816
9415,1153,Male,21,4366
9416,2413,Male,26,14159
9417,1567,Female,49,4394
9418,2815,Male,44,9115
9419,44,Male,22,14987
9420,398,Female,32,4073
9421,2834,Female,30,8188
9422,2759,Female,19,8006
9423,1743,Male,26,4417
9424,2446,Female,30,6985
9425,1034,Female,51,4764
9426,2409,Female,26,11170
9427,2641,Male,40,9541
9428,1866,Female,40,7182
9429,2832,Female,33,22823
9430,120,Female,30,7530
9431,1937,Male,42,10238
9432,290,Female,41,15148
9433,2294,Male,26,19467
9434,1296,Female,27,10321
9435,1243,Female,21,24552
9436,2009,Male,44,32612
9437,1672,Male,41,4076
9438,785,Male,50,14725
9439,2825,Female,33,15596
9440,807,Male,64,11704
9441,707,Female,28,6706
9442,2189,Male,20,16897
9443,2502,Female,57,8497
9444,2278,Female,54,22201
9445,497,Female,19,21065
9446,1473,Female,51,7609
9447,2025,Female,60,3271
9448,404,Female,35,24059
9449,2010,Male,38,20243
9450,2512,Female,61,19965
9451,1143,Male,35,17076
9452,385,Female,37,15498
9453,986,Male,45,13641
9454,562,Female,20,15136
9455,399,Female,19,23901
9456,2400,Male,60,10969
9457,1584,Female,45,2359
9458,1814,Male,42,17435
9459,2455,Female,31,17023
9460,664,Female,29,13902
9461,1767,Female,19,19152
9462,2299,Male,22,3589
9463,1288,Male,47,12392
9464,1431,Female,20,2944
9465,1659,Male,46,18346
9466,1680,Male,36,17062
9467,173,Male,24,16425
9468,2200,Male,19,17699
9469,1265,Male,33,27457
9470,799,Female,33,4703
9471,17038,Female,35,6222
9472,16565,Male,22,14064
9473,17657,Female,18,7190
9474,16994,Female,64,22689
9475,16184,Female,65,2057
9476,15999,Male,35,11378
9477,17541,Male,32,17606
9478,16690,Male,41,10248
9479,21670,Female,25,16703
9480,21672,Female,46,8240
9481,50642,Female,47,24125
9482,48695,Female,29,3185
9483,45654,Female,28,12557
9484,47106,Female,36,16113
9485,47921,Male,40,16215
9486,47946,Female,43,8349
9487,19830,Female,56,19633
9488,20917,Male,31,23399
9489,20969,Male,25,11446
9490,19848,Female,28,2078
9491,18226,Female,28,15636
9492,20376,Male,39,22425
9493,18774,Female,28,19088
9494,18899,Male,49,12278
9495,20651,Female,33,18404
9496,20421,Male,22,27240
9497,19196,Female,52,24712
9498,18780,Male,49,18437
9499,20271,Female,51,15770
9500,18433,Female,56,18835
9501,18086,Female,22,3169
9502,19990,Female,65,27978
9503,20199,Female,61,23081
9504,19633,Male,36,18726
9505,19743,Female,33,6753
9506,20406,Female,36,11266
9507,19011,Male,38,21410
9508,19751,Female,41,2634
9509,19206,Female,46,3065
9510,20935,Female,23,5089
9511,19350,Male,52,33449
9512,20564,Female,33,6229
9513,20279,Female,25,13528
9514,19030,Male,27,10104
9515,19174,Male,36,13985
9516,43719,Male,22,9200
9517,43104,Male,48,3162
9518,43484,Female,56,13683
9519,42046,Female,53,18445
9520,42727,Male,38,26304
9521,43567,Female,40,22177
9522,44442,Female,57,16428
9523,43291,Female,32,18918
9524,44846,Female,37,24126
9525,42299,Female,47,16782
9526,44205,Male,36,14649
9527,44449,Male,35,5593
9528,43481,Female,28,7163
9529,43301,Male,62,21234
9530,43771,Female,31,11573
9531,42440,Female,30,30284
9532,44949,Male,50,10894
9533,42047,Female,37,17476
9534,43954,Male,56,6858
9535,43663,Female,39,4272
9536,42560,Male,18,4453
9537,44633,Female,56,20635
9538,43876,Female,37,19010
9539,42224,Female,18,16820
9540,43120,Male,50,3222
9541,42712,Female,23,8037
9542,42830,Male,40,6579
9543,43999,Female,63,13911
9544,42354,Male,22,23360
9545,43380,Male,27,4815
9546,43716,Female,27,17563
9547,43401,Female,30,8783
9548,42229,Male,59,8268
9549,42399,Male,36,18962
9550,42925,Female,31,10888
9551,42191,Female,32,24160
9552,42309,Male,22,7757
9553,44828,Female,39,21484
9554,43770,Female,40,19674
9555,43926,Female,32,10732
9556,43333,Female,31,13760
9557,42611,Male,18,11396
9558,42650,Female,23,3058
9559,42088,Male,21,10368
9560,43157,Female,29,17366
9561,43847,Female,30,12888
9562,44661,Male,57,11262
9563,44506,Female,46,3792
9564,43668,Female,53,21932
9565,43498,Male,30,14305
9566,42346,Male,35,5928
9567,43861,Male,39,13714
9568,42031,Male,48,15787
9569,43453,Male,61,17911
9570,43002,Female,34,3803
9571,44350,Female,32,22228
9572,44197,Female,36,8152
9573,43810,Male,24,33855
9574,43997,Female,31,14552
9575,44461,Female,58,29749
9576,44218,Female,37,30559
9577,43295,Male,24,13121
9578,44827,Male,40,10942
9579,42004,Female,32,16414
9580,42142,Male,57,24240
9581,42766,Female,26,15942
9582,42515,Male,26,29666
9583,42207,Female,37,7966
9584,44473,Female,29,9714
9585,44690,Female,23,16581
9586,43506,Male,19,4582
9587,43113,Male,26,5562
9588,43082,Female,26,13038
9589,42267,Male,44,4787
9590,43557,Female,26,21439
9591,44552,Female,31,20476
9592,44643,Male,63,24448
9593,43953,Male,45,6742
9594,36072,Male,22,15193
9595,37777,Female,62,19882
9596,38730,Male,36,2004
9597,38238,Male,26,5302
9598,37320,Female,40,17665
9599,37554,Female,30,10091
9600,36879,Female,56,23432
9601,37721,Male,44,22166
9602,36650,Female,30,3102
9603,38225,Male,65,11836
9604,36876,Female,36,7504
9605,37626,Male,35,26200
9606,36852,Male,28,24307
9607,38139,Male,36,12243
9608,38018,Female,27,16014
9609,36625,Female,47,18323
9610,36803,Female,57,12941
9611,36961,Male,23,4642
9612,38607,Female,30,5304
9613,37587,Male,28,8624
9614,38437,Male,22,6496
9615,38237,Male,24,19143
9616,36244,Female,22,15124
9617,36589,Female,54,7850
9618,37857,Female,42,17478
9619,36496,Male,24,5104
9620,36750,Female,53,18528
9621,38389,Female,45,4690
9622,12615,Male,20,4063
9623,13195,Female,40,18504
9624,14028,Female,62,24779
9625,14357,Male,42,31193
9626,13989,Male,53,5070
9627,12067,Female,48,24221
9628,14967,Female,31,6751
9629,14465,Male,45,4529
9630,14988,Female,35,22081
9631,12297,Male,48,11590
9632,14335,Female,31,18141
9633,13476,Female,19,29887
9634,13534,Male,23,26688
9635,39734,Female,26,10053
9636,41240,Male,33,14092
9637,40085,Female,40,6963
9638,40816,Female,48,4886
9639,40015,Female,57,5305
9640,53945,Male,50,10686
9641,53373,Male,25,4831
9642,53978,Female,48,30457
9643,53064,Female,25,8111
9644,52127,Female,48,24847
9645,53911,Female,24,25922
9646,51978,Female,26,18715
9647,53123,Male,37,15158
9648,52458,Female,43,24078
9649,52825,Female,50,16169
9650,52775,Male,36,12820
9651,51389,Male,18,12018
9652,53023,Male,52,17701
9653,52477,Male,30,22512
9654,52301,Female,30,19903
9655,52491,Female,25,15047
9656,52399,Female,35,4801
9657,52802,Male,29,12758
9658,51534,Female,31,15177
9659,51587,Male,39,23470
9660,53462,Female,20,23232
9661,52729,Female,35,14851
9662,51525,Female,29,8944
9663,53996,Male,25,8629
9664,51808,Female,40,5051
9665,51233,Male,40,18757
9666,53347,Male,30,9072
9667,52595,Female,48,3687
9668,52830,Female,59,5598
9669,53393,Female,30,4225
9670,51454,Male,47,7214
9671,52456,Male,19,18965
9672,52737,Female,22,14729
9673,53852,Male,51,4172
9674,51288,Male,19,24187
9675,53805,Male,21,30406
9676,52329,Male,48,24200
9677,52832,Female,53,19168
9678,51542,Female,39,20151
9679,52152,Male,34,8195
9680,52514,Male,56,12699
9681,53322,Male,35,4325
9682,51292,Male,32,3333
9683,51555,Female,34,4873
9684,52845,Male,35,17307
9685,52810,Female,41,15460
9686,51020,Male,26,22158
9687,53108,Male,59,20332
9688,53232,Female,28,24876
9689,53237,Male,37,12709
9690,51095,Male,40,21611
9691,51966,Male,30,12428
9692,53819,Female,22,27934
9693,52717,Male,35,15997
9694,52466,Female,40,34137
9695,51885,Female,24,12375
9696,52220,Female,56,2619
9697,53158,Male,33,18881
9698,52457,Female,26,14972
9699,53356,Male,30,4917
9700,51033,Male,18,7468
9701,51667,Female,20,3076
9702,52084,Female,45,8115
9703,51307,Male,35,4123
9704,53271,Female,21,9876
9705,52763,Male,39,5771
9706,52938,Male,31,18717
9707,51607,Male,26,18598
9708,51396,Female,64,24444
9709,51969,Male,18,9691
9710,52103,Male,40,16956
9711,51275,Female,20,26065
9712,52894,Female,34,22449
9713,52307,Female,25,14147
9714,52315,Female,58,9011
9715,51190,Male,28,26245
9716,53340,Male,36,9074
9717,51522,Male,38,30856
9718,52622,Female,31,23829
9719,52162,Male,30,29180
9720,53509,Female,63,16669
9721,51727,Male,21,27164
9722,52848,Female,35,5855
9723,52010,Male,19,23602
9724,52006,Male,28,23581
9725,51413,Male,27,20802
9726,53714,Female,56,7596
9727,51492,Female,40,7644
9728,51144,Male,24,32424
9729,52248,Female,40,24486
9730,51195,Female,42,13565
9731,52753,Female,19,6147
9732,51215,Female,51,17601
9733,51435,Female,27,22996
9734,51601,Female,42,16120
9735,51042,Male,39,10200
9736,52181,Female,40,23195
9737,51501,Male,32,14002
9738,52955,Male,64,15728
9739,53488,Male,49,9241
9740,51917,Male,27,17468
9741,51653,Female,47,30558
9742,52611,Male,40,8806
9743,51218,Male,39,18089
9744,27870,Female,27,24988
9745,29496,Female,22,24029
9746,27152,Male,28,32137
9747,27199,Male,51,14743
9748,29461,Female,51,11990
9749,27478,Male,33,19986
9750,35436,Female,34,17274
9751,33409,Male,33,23889
9752,35072,Male,54,18298
9753,58869,Female,23,8770
9754,57664,Male,28,19941
9755,59077,Female,43,34406
9756,58559,Male,21,21003
9757,57887,Female,20,10802
9758,57810,Female,32,15645
9759,59957,Male,43,15759
9760,58049,Female,31,17744
9761,59803,Female,53,24742
9762,59801,Female,38,21336
9763,59254,Male,32,5239
9764,58841,Male,23,5068
9765,58920,Male,65,13303
9766,58166,Female,18,15537
9767,57430,Male,38,8580
9768,58350,Male,51,23543
9769,59990,Male,28,33746
9770,4401,Male,22,13866
9771,4665,Male,19,20784
9772,4817,Female,33,2635
9773,4085,Female,32,16342
9774,4998,Female,37,11701
9775,4074,Male,25,10416
9776,3566,Male,32,17321
9777,4846,Male,45,20626
9778,3941,Male,21,14422
9779,4390,Female,32,4222
9780,4029,Male,38,16499
9781,5928,Male,58,12190
9782,3915,Male,61,9284
9783,3920,Female,21,32917
9784,5148,Male,18,6053
9785,5927,Female,31,24846
9786,3333,Male,20,13599
9787,3918,Female,52,22054
9788,3852,Female,23,27234
9789,4747,Female,22,4851
9790,3170,Female,25,10025
9791,5565,Male,55,23836
9792,3882,Female,59,24837
9793,25683,Female,32,9674
9794,26011,Male,31,2464
9795,24064,Male,24,23581
9796,30036,Female,39,19379
9797,31948,Male,26,17522
9798,31853,Female,35,10421
9799,30338,Female,20,23749
9800,8768,Female,23,5324
9801,7182,Male,46,24611
9802,8718,Female,28,19422
9803,8754,Male,57,19016
9804,6328,Male,32,24308
9805,8971,Female,45,7163
9806,6226,Male,35,6997
9807,8578,Male,35,18788
9808,7240,Male,38,22786
9809,7120,Male,48,13073
9810,8200,Female,65,23002
9811,8090,Female,25,7785
9812,6522,Male,35,15410
9813,8497,Male,55,23831
9814,6883,Male,19,30440
9815,7285,Male,37,9094
9816,8007,Male,20,17311
9817,6118,Female,23,19292
9818,8175,Male,24,12571
9819,8743,Female,21,14982
9820,8808,Female,29,11764
9821,6927,Male,20,21960
9822,7870,Male,25,20685
9823,6300,Female,21,7568
9824,8140,Male,23,11501
9825,7673,Female,18,3787
9826,6538,Female,27,12313
9827,8893,Male,19,32971
9828,7851,Male,29,33797
9829,6820,Female,65,23068
9830,7319,Female,48,19736
9831,7206,Male,21,18886
9832,6687,Female,43,31571
9833,8261,Female,24,13494
9834,7587,Male,39,7847
9835,7757,Female,40,17929
9836,6394,Female,19,9105
9837,6209,Female,41,4690
9838,6581,Male,31,14711
9839,6176,Male,48,13294
9840,6671,Male,18,13891
9841,7860,Female,28,20908
9842,8451,Female,61,16745
9843,8073,Male,19,10533
9844,8064,Female,47,18417
9845,6676,Male,20,22122
9846,10618,Female,58,23300
9847,9052,Female,22,21864
9848,11174,Female,49,22640
9849,10798,Female,25,15031
9850,11820,Male,18,14714
9851,11956,Male,64,4525
9852,11120,Male,25,13090
9853,56125,Female,18,21388
9854,54139,Female,38,18645
9855,56905,Female,65,14780
9856,55115,Female,25,15619
9857,55968,Female,29,20823
9858,55591,Male,39,21154
9859,56289,Female,19,2633
9860,56848,Male,63,2744
9861,972,Female,20,8169
9862,1172,Female,61,9475
9863,2836,Male,54,14979
9864,94,Male,36,4891
9865,1490,Male,18,7918
9866,1977,Female,34,6164
9867,48,Male,18,20946
9868,17228,Male,61,24967
9869,15513,Male,39,10477
9870,15455,Female,34,7344
9871,16699,Female,35,20530
9872,17147,Male,35,11058
9873,17801,Male,61,9763
9874,23602,Female,22,4556
9875,21479,Male,34,16380
9876,22992,Male,26,17040
9877,49036,Male,60,23734
9878,50358,Male,26,6326
9879,46803,Male,28,19607
9880,45379,Male,23,5141
9881,47119,Male,20,20482
9882,45007,Female,28,23535
9883,19543,Male,29,19176
9884,18152,Male,39,11307
9885,19821,Male,35,29269
9886,20724,Female,24,15486
9887,18830,Female,40,4289
9888,19156,Male,23,18628
9889,20558,Male,43,2095
9890,20816,Male,31,19470
9891,18279,Female,24,3895
9892,18136,Female,62,3773
9893,20227,Female,65,9791
9894,19721,Male,25,9083
9895,20308,Female,33,23586
9896,19621,Male,26,8756
9897,18025,Female,36,13297
9898,19347,Female,44,21621
9899,19548,Male,30,8458
9900,18540,Male,19,22737
9901,18060,Female,26,18551
9902,19488,Male,55,19997
9903,18867,Male,24,16665
9904,18718,Male,52,9091
9905,20844,Female,58,6937
9906,44149,Male,23,9284
9907,42708,Male,64,16513
9908,43480,Male,31,15621
9909,43046,Male,34,11505
9910,42600,Female,42,16638
9911,44551,Female,52,12860
9912,43995,Female,20,28645
9913,43007,Male,26,31905
9914,44426,Female,30,3907
9915,42597,Male,27,23221
9916,44649,Female,24,11799
9917,44058,Male,40,18108
9918,43409,Male,62,17544
9919,44187,Male,42,22790
9920,44243,Male,45,8869
9921,42406,Male,37,18439
9922,43517,Male,34,12183
9923,42450,Male,65,16865
9924,42781,Male,26,7088
9925,44299,Female,20,12179
9926,44055,Female,27,13531
9927,42967,Male,43,8747
9928,42238,Male,23,9897
9929,42509,Female,62,3284
9930,43395,Female,40,8365
9931,43410,Female,18,6475
9932,43856,Female,23,6336
9933,44855,Male,35,2155
9934,44315,Male,53,17690
9935,42539,Female,40,4558
9936,44616,Male,23,9543
9937,42768,Female,53,14786
9938,44045,Male,24,17688
9939,44524,Male,51,6436
9940,44938,Male,25,25664
9941,42249,Female,47,9273
9942,44032,Male,34,2994
9943,44397,Male,31,2226
9944,44493,Male,38,24874
9945,43226,Female,39,16590
9946,43585,Female,32,11218
9947,42677,Female,27,21720
9948,42314,Male,33,15158
9949,43613,Male,40,9343
9950,43610,Male,27,5427
9951,44413,Female,26,9022
9952,42670,Female,56,14697
9953,43643,Female,31,19397
9954,44673,Male,21,17035
9955,42481,Female,31,2413
9956,45000,Female,34,33225
9957,44815,Male,54,12746
9958,43537,Male,30,3305
9959,42569,Male,18,23958
9960,43360,Male,61,13561
9961,43543,Male,39,13206
9962,42488,Female,46,14570
9963,43461,Male,33,18593
9964,43207,Female,19,11186
9965,42506,Male,37,8955
9966,44165,Female,36,9677
9967,44305,Male,40,19916
9968,42127,Male,50,6938
9969,43588,Female,31,7705
9970,44914,Female,30,23171
9971,42211,Male,39,11033
9972,43915,Male,38,2404
9973,42028,Female,40,23416
9974,44879,Male,31,13686
9975,42668,Male,29,8140
9976,44380,Female,54,13956
9977,42029,Female,36,11014
9978,42113,Male,26,30426
9979,42154,Female,39,16024
9980,42466,Male,22,19681
9981,44319,Female,19,4558
9982,42310,Male,57,3028
9983,42649,Female,29,22054
9984,44236,Female,31,19369
9985,42214,Male,56,8107
9986,42700,Female,20,11345
9987,42586,Male,22,16554
9988,37654,Male,20,14864
9989,36862,Female,25,11023
9990,38525,Female,18,18114
9991,37549,Female,42,12201
9992,36457,Male,39,9674
9993,38474,Male,46,7726
9994,38965,Female,34,23023
9995,37024,Male,32,23586
9996,36826,Male,32,4376
9997,36055,Female,36,23367
9998,37787,Female,31,2385
9999,36786,Male,51,12102
10000,12472,Male,62,19075
10001,12510,Male,45,19322
10002,14057,Male,26,16512
10003,12018,Male,31,2173
10004,13411,Female,48,24561
10005,12301,Male,36,10217
10006,13774,Male,32,21113
10007,12638,Female,23,17334
10008,40008,Male,53,22919
10009,39217,Female,21,8485
10010,40497,Female,21,8222
10011,40501,Male,21,10944
10012,52300,Male,39,22855
10013,53950,Female,22,10481
10014,52659,Female,22,22817
10015,53924,Female,49,15675
10016,51134,Female,32,14310
10017,53346,Female,35,18497
10018,52142,Male,23,14668
10019,29074,Female,24,15957
10020,27922,Male,24,15830
10021,29835,Female,23,22587
10022,29766,Female,58,22894
10023,28492,Male,37,6888
10024,27014,Female,27,12234
10025,28423,Female,31,3067
10026,27886,Male,45,10797
10027,27226,Female,65,19915
10028,27084,Female,34,3540
10029,28478,Female,24,31912
10030,28394,Female,56,15827
10031,29828,Male,43,34203
10032,29157,Female,38,33015
10033,27444,Female,53,12109
10034,27013,Male,28,12223
10035,33634,Female,30,21515
10036,34116,Female,27,24702
10037,33119,Male,34,3225
10038,35908,Female,27,9268
10039,34767,Female,34,23210
10040,35892,Male,62,10275
10041,58743,Male,19,30034
10042,59654,Female,21,22726
10043,58358,Male,21,9841
10044,59919,Female,34,16500
10045,57575,Female,28,28559
10046,57065,Male,35,17667
10047,58011,Male,37,6375
10048,59257,Male,27,10656
10049,58972,Female,23,22397
10050,58655,Male,20,5916
10051,57354,Male,31,3460
10052,58076,Female,30,10949
10053,57693,Female,64,10085
10054,59561,Female,50,25988
10055,58730,Male,25,19298
10056,59501,Female,22,12669
10057,57337,Female,50,4785
10058,57694,Male,23,34004
